OBJECTID,county,name,sector,type,address,phone,y,x,hours,website
368,Leslie,Leslie County Child Support,Social services,Families,"21892 Main St, Hyden, KY 41749",606-672-4452,37.1621141,-83.3734968,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
369,Leslie,"LKLP Community Action Council, Inc",Social services,Careers,"121 Maple Street Hyden, KY 41749",606-672-2155,37.163361,-83.376399,Mon-Fri 8-4:30,"<a href = ""https://www.lklp.org/"">Click here to access their website</a>"
382,Letcher,Letcher County Child Support,Social services,Families,"95 E Main St # B, Whitesburg, KY 41858",606-633-9047,37.118625,-82.82739,Mon-Fri 9-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
383,Letcher,Cowan Community Center,Social services,Community,"81 Sturgill Branch, Whitesburg, KY 41858",606-633-3187,37.067587,-82.857315,N/A,"<a href = ""http://www.cowansocial services-communitycenter.org/"">Click here to access their website</a>"
384,Letcher,Eolia Christian Community Outreach,Social services,Community,"135 Emily Ln, Eolia, KY 40826",606-633-2992,37.049198,-82.804403,N/A,"<a href = ""http://www.eccotruth.org/"">Click here to access their website</a>"
385,Letcher,Kentucky Career Center,Social services,Careers,"417 Hwy. 2034 Whitesburg, KY 41858",606-633-3154,37.116023,-82.797203,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
398,Lewis,Lewis County DCBS Office/ Food Stamp Office,Social services,Families,"243 Commercial Dr, Vanceburg, KY 41179",855-306-8959,38.589229,-83.326311,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
409,Lincoln,Kentucky Cabinet for Health and Family Services - Protection and Permanency,Social services,Families,"144 Frontier Blvd, Stanford, KY 40484",606-365-3551,37.54897,-84.675682,N/A,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
410,Lincoln,Stanford Food Stamp Office,Social services,Families,"144 Frontier Blvd, Stanford, KY 40484",855-306-8959,37.54897,-84.675682,Mon-Fri 8-4:30,"<a href = ""https://www.foodstampsoffices.com/stanford-ky/"">Click here to access their website</a>"
411,Lincoln,Lincoln County Child Support,Social services,Families,"216 W Main St, Stanford, KY 40484",606-365-1619,37.529346,-84.662929,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
412,Lincoln,Bluegrass Community Action,Social services,Community,"201 E Main St #5, Stanford, KY 40484",606-365-2312,37.528977,-84.660649,Mon-Fri 8-4:30,"<a href = ""http://www.bluegrassCommunityaction.org/"">Click here to access their website</a>"
413,Lincoln,Helping Hands Family Resource,Social services,Families,"93 College St, Hustonville, KY 40437",606-346-3271,37.473634,-84.819078,Mon-Fri 7-3:30,"<a href = ""https://www.facebook.com/helpinghandsfrc/"">Click here to access their website</a>"
435,Madison,Social Security Office,Social services,Families,"1060 GIBSON BAY DRIVE RICHMOND, KY 40475",866-838-8945,37.738273,-84.266699,Mon-Fri 9-4,"<a href = ""www.ssa.gov/"">Click here to access their website</a>"
436,Madison,Madison County Child Support,Social services,Families,"135 W Irvine St # 201, Richmond, KY 40475",859-624-4718,37.748546,-84.294247,Mon-Fri 8-4,"<a href = ""https://www.madisoncountyky.us/index.php/child-support"">Click here to access their website</a>"
437,Madison,KY River Foothills Cuncil,Social services,Families,"311 Spangler Dr # I, Richmond, KY 40475",859-624-2046,37.735411,-84.315689,Mon-Fri 8:30-4:30,"<a href = ""https://foothillscap.org/"">Click here to access their website</a>"
438,Madison,South Madison Family Resource,Social services,Families,"109 Oakwood Dr, Berea, KY 40403",859-986-2383,37.591714,-84.288823,Mon-Fri 8-3:30,"<a href = ""https://www.facebook.com/SouthMadisonFamiliesResourceCenter/"">Click here to access their website</a>"
439,Madison,Kentucky Department for Community-Based Services,Social services,Community,"304 Anna Hume Blvd, Richmond, KY 40476",859-626-5833,37.758791,-84.269396,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
440,Madison,Habitat for Humanity,Social services,Community,"1417 E Main St, Richmond, KY 40475",859-625-9208,37.742247,-84.278704,Mon-Fri 8:30-5,"<a href = ""https://hfhmcc.org/"">Click here to access their website</a>"
441,Madison,South Madison Family Resource,Social services,Families,"75 Old US Hwy 25, Berea, KY 40403",859-387-3205,37.590324,-84.267762,N/A,"<a href = ""http://www.madison.kyschools.us/Content/Families-resources-youth-service-centers"">Click here to access their website</a>"
442,Madison,Kentucky Career Center,Social services,Careers,"830 Eastern By-Pass Richmond , KY 40475",859-544-6004,37.729792,-84.279467,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
455,Magoffin,Social Service Department,Social services,Families,"125 S Church St, Salyersville, KY 41465",606-349-3122,37.751934,-83.068809,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
456,Magoffin,Magoffin County Child Support,Social services,Families,"110 Maple St, Salyersville, KY 41465",606-349-2032,37.752693,-83.068419,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
457,Magoffin,Kentucky Career Center,Social services,Careers,"131 Church Street Salyersville, KY 41465",606-349-2217,37.751934,-83.068874,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
465,Martin,Social Services Department,Social services,Families,"100 Main St, Inez, KY 41224",606-298-3577,37.866192,-82.537252,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
466,Martin,Appalachia Reach Out,Social services,Community,"2570 Rockcastle Rd, Inez, KY 41224",606-298-7470,37.895421,-82.55276,Mon-Fri 9-4,"<a href = ""https://www.appalachiareachout.com/"">Click here to access their website</a>"
467,Martin,Cabinet for Families & Children,Social services,Families,"104 Main St, Inez, KY 41224",606-298-7633,37.866049,-82.537157,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
468,Martin,Kentucky Career Center,Social services,Careers,"387 East Main Street Inez, KY 41224",606-298-3217,37.868705,-82.533371,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
477,McCreary,Department of Family Support,Social services,Families,"1618 US-27, Whitley City, KY 42653",606-376-5304,36.7640641,-84.4813017,Mon-Fri 8-4:30,"<a href = ""https://www.ebtcard.net/program/Families_support_office_mccreary_county_42653.html"">Click here to access their website</a>"
478,McCreary,Whitley City Family Resource,Social services,Families,"Pine Knot, KY 42635",606-376-9490,36.762027,-84.477353,Mon-Fri 7:45-3:15,"<a href = ""https://www.mccreary.k12.ky.us/6/Content2/132"">Click here to access their website</a>"
484,Menifee,Social Service Department,Social services,Families,"784 KY-36, Frenchburg, KY 40322",606-768-2154,37.959244,-83.616056,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
485,Menifee,Kentucky Adult Education,Social services,Careers,"KY-36, Frenchburg, KY 40322",606-768-9741,37.951737,-83.626713,Mon-Fri 8-noon,"<a href = ""https://kyvae.ky.gov/Login.aspx"">Click here to access their website</a>"
486,Menifee,Gateway Community Action Agency,Social services,Community,"59 Main St, Frenchburg, KY 40322",606-768-9741,37.951737,-83.626713,Mon-Fri 8-4:30,"<a href = ""http://gatewaycaa.org/"">Click here to access their website</a>"
487,Menifee,Kentucky Career Center,Social services,Careers,"28B Bible Camp Lane Frenchburg, KY 40322",800-927-1833,37.9660321,-83.6117655,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
498,Montgomery,Health and Civic Center,Social services,Families,"108 E Locust St, Mt Sterling, KY 40353",859-498-6312,38.055164,-83.939814,"Mon-Thurs, 8-4:30, Fri 8-noon","<a href = ""http://www.mtsterlingchamber.com/Community/civic/"">Click here to access their website</a>"
499,Montgomery,State of Kentucky Family Support,Social services,Families,"212 Civic Ctr, Mt Sterling, KY 40353",859-498-5398,38.056355,-83.943051,Mon-Fri 8-4:30,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
500,Montgomery,Montgomery County Child Support,Social services,Families,"44 W Main St F, Mt Sterling, KY 40353",859-498-8718,38.055943,-83.942912,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
501,Montgomery,Evergreen Community Support,Social services,Community,"131 Crescent Dr, Mt Sterling, KY 40353",859-497-8500,38.04451,-83.984797,N/A,"<a href = ""https://www.facebook.com/pages/Evergreen-Community-Support-LLC/864312193604916"">Click here to access their website</a>"
502,Montgomery,Community Action Council,Social services,Community,"118 Maloney Way Mt. Sterling, KY 40353",859-244-2256,38.04858,-83.944142,Mon-Fri 8-4:30,"<a href = ""http://gatewaycaa.org/locations/montgomery-county/"">Click here to access their website</a>"
503,Montgomery,Kentucky Career Center,Social services,Careers,"200 Oak Grove Drive, Suite 3 Mt. Sterling, KY 40353",859-554-2525,38.100569,-83.904451,"Mon, Wed, Fri 8-4:30","<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
513,Morgan,Christian Social Services,Social services,Families,"256 Court St, West Liberty, KY 41472",606-743-4132,37.92003,-83.259771,N/A,N/A
514,Morgan,Cabinet for Health and Family Services,Social services,Families,"405 Prestonsburg St, West Liberty, KY 41472",606-743-3158,37.921567,-83.256844,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
515,Morgan,Gateway Community Action Agency,Social services,Careers,"151 University Drive West Liberty, KY 41472",606-743-3133,37.900406,-83.288998,Mon-Fri 8-4:30,"<a href = ""gcscap.org"">Click here to access their website</a>"
521,Owsley,Department for Human Resources,Social services,Families,"1 Mulberry St, Booneville, KY 41314",606-593-5191,37.475569,-83.674721,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
522,Owsley,Daniel Boone Development,Social services,Community,Owsley County Courthouse,606-593-5153,37.4758059,-83.6751181,Mon-Fri 8-4:30,"<a href = ""http://danielboonecaa.org/"">Click here to access their website</a>"
538,Perry,Social Security Adminstration,Social services,Families,"122 Reynolds Lane, Hazard, KY 41701",800-772-1213,37.2502469,-83.2046709,Mon-Fri 9-4,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
539,Perry,Social Security Administration Office of Disability Adjudication and Review,Social services,Families,"825 High St, Hazard, KY 41701",606-435-0724,37.251406,-83.194704,Mon-Fri 8-4:30,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
540,Perry,Cabinet for Families & Children,Social services,Families,"548 Village Ln, Hazard, KY 41701",606-435-6060,37.278099,-83.232588,Mon-Fri 8-4:30,"<a href = ""https://www.dcfoffices.org/state/KY#"">Click here to access their website</a>"
541,Perry,Social Services Office,Social services,Families,"1332 KY-15 Hazard, KY 41701",855-306-8959,37.244325,-83.184213,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
542,Perry,Perry County Community Ministries,Social services,Community,"151 Miss Edna Ln, Hazard, KY 41701",606-436-2662,37.2749249,-83.2309159,Mon-Fri 8-4:30,"<a href = ""https://www.facebook.com/pages/category/Social-Service/Hazard-Perry-County-Community-Ministries-736403759797774/"">Click here to access their website</a>"
543,Perry,Hope House,Social services,Families,"1001 N Main St, Hazard, KY 41701",606-436-5043,37.253942,-83.194478,Mon-Fri 6:30-6,"<a href = ""https://www.facebook.com/hazardhopehouse/?ref=page_internal"">Click here to access their website</a>"
544,Perry,Kentucky River Community Care,Social services,Families,"115 Rockwood Ln Hazard, KY 41701",606-436-5761,37.280359,-83.228611,N/A,"<a href = ""http://krccnet.com/"">Click here to access their website</a>"
545,Perry,LKLP Safe House,Social services,Community,"398 Roy Campbell Dr, Hazard, KY 41701",606-436-8853,37.271935,-83.229825,N/A,"<a href = ""https://www.lklp.org/"">Click here to access their website</a>"
546,Perry,Cabinet for Families & Children,Social services,Families,"742 High St, Hazard, KY 41701",606-435-6108,37.250921,-83.195407,Mon-Fri 8-5,"<a href = ""https://www.dcfoffices.org/state/KY#"">Click here to access their website</a>"
547,Perry,Kentucky Career Center,Social services,Careers,"412 Roy Campbell Drive Hazard, KY 41701",606-435-6038,37.270593,-83.232674,"Mon-Wed 8-5, Thurs 8-4:30, Thurs 8-4:30, Fri 8-noon","<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
548,Perry,Office for Children with Special Health Care Needs,Social services,Families,"110 Johnson Ln, Barbourville, KY 40906",606-546-5109,36.869324,-83.886317,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
573,Pike,Social Security Adminstration,Social services,Families,"333 Hambley Blvd, Pikeville, KY 41501",800-772-1213,37.482179,-82.532922,Mon-Fri 9-4,"<a href = ""www.ssa.gov/"">Click here to access their website</a>"
574,Pike,Social Service Department,Social services,Families,"131 Summit Dr # 400, Pikeville, KY 41501",606-433-7596,37.476456,-82.5157,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
575,Pike,Judi's Place for Kids,Social services,Families,"128 S College St, Pikeville, KY 41501",606-437-7447,37.475694,-82.523765,Mon-Fri 8:30-5,"<a href = ""https://www.judisplace.org/"">Click here to access their website</a>"
576,Pike,Habitat for Humanity,Social services,Community,"137 Main St, Pikeville, KY 41501",606-437-4011,37.479026,-82.51805,N/A,"<a href = ""https://www.habitat.org/us-ky/pikeville/sandy-valley-hfh"">Click here to access their website</a>"
578,Pike,Kentucky Career Center,Social services,Careers,"138 College Street Pikeville, KY 41501",606-433-7721,37.476548,-82.521029,"Mon-Wed 8-5, Thurs 8-4:30, Fri 8-noon","<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
579,Pike,Big Sandy Area Community Action Program,Social services,Careers,"478 Town Mountain Road Pikeville, KY 41501",606-432-2775,37.49024,-82.499622,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
593,Powell,Powell County Child Support,Social services,Families,"565 Washington St, Stanton, KY 40380",606-663-6424,37.853153,-83.859838,Mon-Fri 8-4:30,"<a href = ""https://powellcounty.ky.gov/department/Pages/child-support.aspx"">Click here to access their website</a>"
594,Powell,Cabinet for Families & Children,Social services,Families,"124 N Main St, Stanton, KY 40380",606-663-2293,37.847233,-83.857888,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
619,Pulaski,Social Security Office,Social services,Families,"3975 S HIGHWAY 27 SOMERSET, KY 42501",800-772-1213,37.037879,-84.628441,Mon-Fri 8-4:30,"<a href = ""socialsecurity.gov"">Click here to access their website</a>"
620,Pulaski,Pulaski County Child Support,Social services,Families,"100 N Main St, Somerset, KY 42501",606-679-4449,37.092348,-84.604954,Mon-Fri 9-4:30,"<a href = ""http://pulaskicountyattorney.com/child-support/"">Click here to access their website</a>"
621,Pulaski,DCBS Social Services Office,Social services,Families,"67 Eagle Creek Dr, Somerset, KY 42503",855-306-8959,37.0920097,-84.636919,Mon-Fri 8-4:30,"<a href = ""chfs.ky.gov"">Click here to access their website</a>"
622,Pulaski,United Way - South Central KY,Social services,Community,"208 E Mt Vernon St, Somerset, KY 42501",606-679-2974,37.092622,-84.603288,N/A,"<a href = ""https://www.unitedway.org/local/united-states/kentucky/united-way-of-south-central-kentucky"">Click here to access their website</a>"
623,Pulaski,Broadening Horizons Inc,Social services,Community,"176 Enterprise Dr # 3, Somerset, KY 42501",606-679-1173,37.034595,-84.622261,Mon-Fri 8-5,"<a href = ""http://broadeninghorizonsky.com/"">Click here to access their website</a>"
624,Pulaski,Independent Opportunities Comm,Social services,Community,"90 Southern School Rd, Somerset, KY 42501",606-676-0630,37.038229,-84.62276,N/A,"<a href = ""http://independentopportunities.com/"">Click here to access their website</a>"
625,Pulaski,American Cancer Society,Social services,Community,"402 Coomer St # 102, Somerset, KY 42503",606-679-6143,37.081109,-84.618115,N/A,"<a href = ""https://www.facebook.com/CANHELPCASEMANAGEMENT/"">Click here to access their website</a>"
626,Pulaski,Can Help Inc,Social services,Families,"428 Enterprise Dr, Somerset, KY 42501",606-676-0545,37.031464,-84.620245,Mon-Fri 9-4,"<a href = ""https://www.facebook.com/CANHELPCASEMANAGEMENT/"">Click here to access their website</a>"
627,Pulaski,Kentucky Career Center,Social services,Careers,"410 E. Mount Vernon Somerset, KY 42502",606-677-4124,37.09437,-84.599793,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
628,Pulaski,Office for Children with Special Health Care Needs,Social services,Families,"Professional Plaza 401 Bogle St., Suite 104 Somerset, KY 42503",606-678-4454,37.085738,-84.623003,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
641,Rockcastle,"Cabinet for Health and Family Services, Rockcastle County Protection & Permanency",Social services,Families,"125 W Main St, Mt Vernon, KY 40456",606-256-2138,37.354097,-84.342427,Mon-Fri 8-4:30,"<a href = ""https://kentucky.gov/health/Pages/default.aspx"">Click here to access their website</a>"
642,Rockcastle,Daniel Boone Community Action Agency,Social services,Community,"105 East Main Street, Box 7 Mt. Vernon, KY 40456",606-256-5315,37.353114,-84.339397,Mon-Fri 8-4:30,"<a href = ""http://danielboonecaa.org/"">Click here to access their website</a>"
655,Rowan,Social Service Department,Social services,Families,"511 Hecks Plaza Dr, Morehead, KY 40351",606-784-4178,38.191565,-83.475272,N/A,N/A
656,Rowan,Rowan County Child Support,Social services,Families,"600 W Main St #148, Morehead, KY 40351",606-784-2225,38.1751439,-83.4388737,Mon-Fri 8-5,"<a href = ""https://childsupportoffice.us/kentucky-child-support-offices/morehead-ky-child-support-and-social-service-office/"">Click here to access their website</a>"
657,Rowan,Community Action Agency,Social services,Community,"136 Lee Ave # E, Morehead, KY 40351",606-784-7735,38.189168,-83.427715,Mon-Fri 8-4:30,"<a href = ""http://gatewaycaa.org/locations/rowan-county/"">Click here to access their website</a>"
658,Rowan,Christian Social Services,Social services,Community,"1446 E Main St, Morehead, KY 40351",606-784-5329,38.197455,-83.411683,N/A,"<a href = ""http://www.christiansocialservices.org/index.html"">Click here to access their website</a>"
659,Rowan,Family Resource Center,Social services,Families,"91 Christy Creek Rd, Morehead, KY 40351",606-784-9211,38.196274,-83.411007,Mon-Fri 8-3:30,"<a href = ""https://www.rowan.kyschools.us/5/Content2/78"">Click here to access their website</a>"
660,Rowan,Gateway Children's Advocacy Center,Social services,Families,"310 E Main St, Morehead, KY 40351",606-780-7848,38.185144,-83.43222,Mon-Fri 9-5,"<a href = ""https://www.gatewaycac.com/"">Click here to access their website</a>"
661,Rowan,Kentucky Career Center,Social services,Careers,"1225 US 60W, Suite 106 Morehead, KY 40351",606-783-8525,38.166188,-83.443591,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
662,Rowan,Office for Children with Special Health Care Needs,Social services,Families,"214 W. First St. Morehead, KY 40351",606-783-8610,38.179112,-83.434853,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx"">Click here to access their website</a>"
674,Russell,Social Service Deparment,Social services,Families,104 Monument Square Russell Springs KY 42642,270-343-5544,36.984535,-85.062248,Mon-Fri 8-4,"<a href = ""https://childsupportoffice.us/kentucky-child-support-offices/russell-springs-ky-child-support-and-social-service-office/"">Click here to access their website</a>"
675,Russell,Lake Cumberland Community Action,Social services,Community,"23 Industry Dr Jamestown, KY 42629",270-343-4565,37.003971,-85.074532,N/A,"<a href = ""http://www.lc-caa.org/"">Click here to access their website</a>"
676,Russell,Human Resources Department,Social services,Families,"Courthouse, Jamestown, KY 42629",270-343-3220,36.984969,-85.062536,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
677,Russell,Habitat for Humanity,Social services,Community,"338 Main St, Russell Springs, KY 42642",270-866-6690,37.058367,-85.083943,N/A,"<a href = ""https://www.habitat.org/"">Click here to access their website</a>"
678,Russell,Community-Based Services,Social services,Community,"100 S Main St, Jamestown, KY 42629",270-343-3196,36.982812,-85.062085,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
679,Russell,Youth Service Center,Social services,Community,"2258 US-127, Russell Springs, KY 42642",270-866-8822,37.034324,-85.073998,Mon-Fri 10-2,"<a href = ""https://www.russell.k12.ky.us/Content2/222"">Click here to access their website</a>"
680,Russell,Kentucky Career Center,Social services,Careers,"2384 Lakeway Drive Russell Springs, KY 42642",270-866-8435,37.066688,-85.072916,Mon-Fri 8-4,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
681,Russell,"Lake Cumberland Area Development District, Inc",Social services,Community,"2384 Lakeway Dr, Russell Springs, KY 42642",270-866-4200,37.066688,-85.072916,Mon-Fri 8-4,"<a href = ""lcadd.org"">Click here to access their website</a>"
689,Wayne,Social Service Department,Social services,Families,"1520 N Main St #6, Monticello, KY 42633",606-348-9361,36.84807,-84.834874,Mon-Fri 8-4:30,"<a href = ""https://chfs.ky.gov/Pages/index.aspx"">Click here to access their website</a>"
690,Wayne,Wayne Co Child Support Program,Social services,Families,"31 Columbia Ave, Monticello, KY 42633",606-340-8527,36.829463,-84.849686,Mon-Fri 9-5,"<a href = ""https://csws.chfs.ky.gov/csws/"">Click here to access their website</a>"
691,Wayne,Wayne County Youth Services Center,Social services,Community,"2 Cs-1122, Monticello, KY 42633",606-348-3479,36.830664,-84.866528,Mon-Fri 8-4:30,"<a href = ""https://www3.wayne.kyschools.us/1/Content2/44"">Click here to access their website</a>"
692,Wayne,Kentucky Career Center,Social services,Careers,"1500 N. Main St. Monticello, KY 42633",606-348-6050,36.847137,-84.834171,Mon-Fri 8-4:30,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
710,Whitley,Social Security Office,Social services,Families,"159 FUTURE DR CORBIN, KY 40701",877-405-0470,36.904524,-84.162607,Mon-Fri 9-4,"<a href = ""https://www.ssa.gov/"">Click here to access their website</a>"
711,Whitley,Bell-Whitley Community Action Agency,Social services,Community,"215 N 4th St, Williamsburg, KY 40769",606-549-3933,36.742875,-84.1616,N/A,"<a href = ""https://www.bellwhitley.com/"">Click here to access their website</a>"
712,Whitley,Oak Grove Family Resource Center,Social services,Families,"4505 Cumberland Falls Hwy, Corbin, KY 40701",606-523-0741,36.904524,-84.162607,Mon-Fri 7-3,"<a href = ""https://www.whitley.k12.ky.us/5/Content2/192"">Click here to access their website</a>"
713,Whitley,Kentucky Career Center and social security department,Social services,Careers,"1000 South HWY 25 West Williamsburg, KY 40769",606-549-5009,36.950231,-84.093246,Mon-Fri 8-4,"<a href = ""https://kcc.ky.gov/Pages/default.aspx"">Click here to access their website</a>"
721,Wolfe,Social Service Department,Social services,Families,"15 Court St, Campton, KY 41301",606-668-3101,37.735177,-83.547147,Mon-Fri 8-4:30,"<a href = ""https://www.countyoffice.org/campton-social-service-department-campton-ky-1e8/"">Click here to access their website</a>"
722,Wolfe,Wolfe County Child Support Division,Social services,Families,"16 Court St, Campton, KY 41301",606-668-7021,37.735177,-83.547147,Mon-Fri 8-4,"<a href = ""https://csws.chfs.ky.gov/csws/General/Landing.aspx"">Click here to access their website</a>"
723,Wolfe,Daniel Boone Development,Social services,Community,"10 Court St, Campton, KY 41301",606-668-3509,37.735177,-83.547147,Mon-Fri 8-4:30,"<a href = ""http://danielboonecaa.org/"">Click here to access their website</a>"
724,Wolfe,Department for Community-Based Services,Social services,Community,"330 Main St, Campton, KY 41301",606-668-3175,37.734535,-83.547084,"Mon, Wed-Fri 7-2","<a href = ""https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx"">Click here to access their website</a>"
